AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
PW-51595-14,1,Academy Foundation,National Organization,Los Angeles,CA,90211-1907,USA,36,34.06713,-118.38726,3/1/2014 12:00:00 AM,2014,Academy Motion Picture Oral History Digital Archive - Planning Project,Humanities Collections and Reference Resources,Preservation and Access,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,5/1/2014 12:00:00 AM,4/30/2015 12:00:00 AM,"To support the development of a comprehensive strategic plan to create the Academy Motion Picture Oral History Digital Archive, the first industry-wide collection of motion picture-related oral and visual histories. With interviews recorded in 1947 through the present, the Archive will bring together the oral and visual history collections of a founding consortium of the Academy, Art Directors Guild, Film Music Foundation, International Cinematographers Guild, Motion Picture Editors Guild, Screen Actors Guild Foundation, Screen Actors Guild-American Federation of Television and Radio Artists (SAG-AFTRA), and Writers Guild Foundation.","A strategic planning effort for and initial development of the Academy Motion Picture Oral History Digital Archive, a repository that would include more than one thousand oral history interviews with screen and radio actors, directors, writers, composers, cinematographers, editors, and other production staff, which have been collected from 1947 to the present.",Film History and Criticism,0,,1,Teague Schneiter [Project Director],1,Film History and Criticism
PW-51606-14,1,"University of Puerto Rico, Rio Piedras Campus",University,San Juan,PR,00925-2512,USA,1,18.401810,-66.054090,3/1/2014 12:00:00 AM,2014,"Digitizing the Puerto Rican Poster Collection of the Museum of History, Anthropology and Art at the University of Puerto Rico",Humanities Collections and Reference Resources,Preservation and Access,220000.0000,0.0000,220000.0000,0.0000,220000.0000,0.0000,8/1/2014 12:00:00 AM,8/31/2019 12:00:00 AM,"The proposed Digitizing the Puerto Rican Poster Collection of the Museum of History, Anthropology and Art at the University of Puerto Rico-Rio Piedras Campus is a three-year project that will digitize 4,000 posters of the 20th and 21st centuries. Digitizing this collection will preserve the collection and enable the transfer of information about them from a manual record into a computerized collections management system, and will make the museum's unique holdings accessible globally.","Cataloging and digitization of 4,000 art posters dating from the 20th and 21st centuries that illuminate many aspects of Puerto Rico's social, political, and cultural life.","Arts, General",0,,1,Flavia Marichal-Lugo [Project Director],1,"Arts, General"
PW-51607-14,1,University of South Carolina,Four-Year College,Columbia,SC,29208-0001,USA,6,33.993260,-81.025200,3/1/2014 12:00:00 AM,2014,Plants and Planter: Henry William Ravenel and the Convergence of Science and Agriculture in the Nineteenth-Century South,Humanities Collections and Reference Resources,Preservation and Access,84870.0000,0.0000,83893.5100,0.0000,83893.5100,0.0000,5/1/2014 12:00:00 AM,4/30/2016 12:00:00 AM,"Plants and Planter explores the life, business pursuits, and natural history interests of South Carolina planter, botanist, and agricultural writer Henry William Ravenel (1814-1887). Digitizing and reuniting over 6,200 botanical specimens collected by Ravenel with his voluminous and multifaceted journals and other primary source materials totaling almost 5,000 pages. Plants and Planter will digitize fragile archival and specimen materials; OCR text of archival materials to allow for full-text searching and geographic information visualization; establish a Web site accessible by the general public as well as researchers and students and powered by the Drupal 7 content management system which will unite the digitized materials and interpretive texts in an easy-to-use interface allowing for keyword and full-text searching, thematic browsing, and mapping of specimen locations. The Web site will allow for the research and teaching of 19th-century natural science and regional history.","The digitization and reunification of over 6,200 plant specimens and nearly 5,000 pages of documents collected or created by South Carolinian naturalist Henry William Ravenel (1814-1887). The resulting digital collection will allow full-text searching and browsing by subject heading for archival materials and provide a map to browse the locations where botanical specimens were collected.",U.S. History,0,,1,Colin Wilder [Co Project Director],1,U.S. History
PW-51624-14,1,Massachusetts Institute of Technology,Four-Year College,Cambridge,MA,02139-4307,USA,5,42.359540,-71.093890,3/1/2014 12:00:00 AM,2014,"Preparing to Preserve, Digitize, and Catalog the Southeast Chicago Historical Museum Collection",Humanities Collections and Reference Resources,Preservation and Access,39610.0000,0.0000,39597.1600,0.0000,39597.1600,0.0000,5/1/2014 12:00:00 AM,4/30/2015 12:00:00 AM,"The proposed project will complete detailed plans for preserving, digitizing, and cataloguing a portion of the incredible wealth of multi-media materials collected by the Southeast Chicago Historical Museum. This will be the first step in making the collection accessible to scholars as well as the general public via a searchable, interactive website. The Southeast Chicago Historical Museum emerged in the early 1980s as the regional steel industry was collapsing and became a central repository for area residents to collect and preserve artifacts relating to the industrial as well as social, cultural, and environmental history of this once vibrant region. The proposed work includes: 1) assessing the condition of the collection; 2)developing criteria for prioritizing content for preservation and digitization; 3)creating a metadata scheme that supports exploration and analysis;4)developing technical standards for preserving assets; and 5)structuring a preservation & digitization work plan.",Producing detailed plans for cataloging and digitization of the Southeast Chicago Historical Museum's collection on the history of Chicago.,Anthropology,0,,1,Christine Walley [Project Director],1,Anthropology
PW-51633-14,1,"Regents of the University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,12,37.87025,-122.26813,3/1/2014 12:00:00 AM,2014,PhiloBiblon: Primary Sources for the Study of the Literature and Culture of Medieval and Early Modern Iberia,Humanities Collections and Reference Resources,Preservation and Access,50000.0000,10000.0000,50000.0000,10000.0000,60000.0000,0.0000,6/1/2014 12:00:00 AM,11/30/2016 12:00:00 AM,"The goal of this eighteen-month project is to take steps to provide for the sustainability of PhiloBiblon, which serves as a vehicle for four major bio-bibliographical databases on the Romance vernacular cultures (Castilian, Portuguese, Galician, Catalan) of medieval and early modern Iberia (containing a total of almost 315,000 records). Succession planning is under way for staff and host institutions, but we must also ensure that both the database application software and the web-hosting software will remain viable vehicles for the dissemination of materials critical for the study of medieval and early modern Iberia, and, more importantly, that the data themselves remain available for the foreseeable future.","Updating PhiloBiblon, a bio-bibliographical database of texts written in the vernacular Romance languages of medieval and early modern Iberia-Portuguese, Castilian, Catalan, and Galician. The project would enhance the project's software and would incorporate 7,000 15th-century Spanish lyrics.",Spanish Literature,0,,1,Charles Faulhaber [Project Director],3,Medieval History; Medieval Studies; Spanish Literature
PW-51635-14,1,University of Southern Maine,University,Portland,ME,04104-9300,USA,1,43.84649,-70.46483,3/1/2014 12:00:00 AM,2014,Thinking Globally: Conservation of an Historic Globe Collection and Creation of an Online Resource on Geographic Education,Humanities Collections and Reference Resources,Preservation and Access,260000.0000,0.0000,257439.1900,0.0000,257439.1900,0.0000,7/1/2014 12:00:00 AM,3/31/2017 12:00:00 AM,"We propose to create an open, online resource that will present historic globes (1603-1900) in innovative, interactive 3D animations together with a corpus of 330 works (1668-1900) about the use of globes in education. This resource will support the further cultural and material analysis of historic globes as well as their incorporation in to K-12 education in history, geography, and spatial and visual literacy. A precondition of the project is to stabilize and restore to legibility 21 rare and irreplaceable globes (1603-1856) that form the essential core of our unique collection; we request NEH support specifically for this necessary conservation work.","Conservation and digitization, through 3D imaging, of 21 historic globes, dating from the 17th to the 19th century, that document the history of cartography and exploration; and the creation of an online resource with digital access to 30 globe manuals and 300 instructional texts from the same period.",Geography,0,,2,Yolanda Theunnissen [Project Director]; Ian Fowler [Project Director],3,"Cultural History; Geography; History, Criticism, and Theory of the Arts"
PW-51639-14,1,Michigan State University,University,East Lansing,MI,48824-3407,USA,7,42.725640,-84.482620,3/1/2014 12:00:00 AM,2014,MSU Archive of Malian Photography,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,299989.0000,0.0000,299989.0000,0.0000,5/1/2014 12:00:00 AM,4/30/2017 12:00:00 AM,"The MSU Archive of Malian Photography will digitize, catalog, preserve, and render freely accessible to a worldwide audience 100,000 rare images from the original archives of five professional photographers in Mali. Created by prominent African practitioners whose work was commissioned by private patrons as well as State governments, these images document traditional cultural and religious practices, rural festivals, early colonial developments, and processes of modernization in Ségu, Mopti, and Bamako, as the latter transitioned from a small agrarian trading village into an urban center and national capital. Recording local practices from African perspectives, these visual materials contain important twentieth century representations of local aesthetics, methods of identity construction and preservation, and documentary strategies.","The cataloging and digitization of 100,000 prints and negatives from the archives of five Malian professional photographers who have been active from the 1940s to the present. These works document traditional cultural and religious practices, the history of dress, gender, and status, and colonialism and modernization in southern Mali.",Art History and Criticism,0,,1,Candace Claytor [Project Director],1,Art History and Criticism
PW-51645-14,1,Bryn Mawr College,Four-Year College,Bryn Mawr,PA,19010-2859,USA,5,40.02544,-75.31455,3/1/2014 12:00:00 AM,2014,History of Women's Education Open Access Portal Project,Humanities Collections and Reference Resources,Preservation and Access,39650.0000,0.0000,39505.4900,0.0000,39505.4900,0.0000,5/1/2014 12:00:00 AM,5/31/2015 12:00:00 AM,"Bryn Mawr College, in collaboration with Barnard College, Mount Holyoke College, Smith College, Vassar College, Wellesley College, and the Schlesinger Library, Radcliffe Institute for Advanced Study, Harvard University, seeks support for a Foundations project to develop a shared approach to cataloging and providing access to the letters, diaries, and scrapbooks from the first generations of women to attend college. The seven colleges, once known as the Seven Sisters and regarded as the equivalent of the Ivy League before those institutions admitted women, contain extensive holdings of student personal writings dating back to the late-nineteenth century, an unparalleled and only partially tapped resource for the study of a wide range of women's history issues over the last century and a half. The seven institutions propose to make their collections more widely accessible through the development of a common search portal and shared standards for metadata and thematic vocabulary.",A Foundations-level project to plan and conduct pilot work for an online portal to archival sources pertaining to the history of women's higher education in the United States.,American Studies,0,,2,Jennifer Redmond [Project Director]; Eric Pumroy [Project Director],2,American Studies; Women's History
PW-51659-14,1,Jewish Theological Seminary of America,University,New York,NY,10027-4649,USA,13,40.811790,-73.961010,3/1/2014 12:00:00 AM,2014,Conservation and Digitization of the Cairo Genizah,Humanities Collections and Reference Resources,Preservation and Access,231880.0000,68120.0000,231880.0000,68120.0000,300000.0000,0.0000,5/1/2014 12:00:00 AM,7/31/2016 12:00:00 AM,"The Library of The Jewish Theological Seminary proposes to conserve, catalog, and re-house material from its Cairo Genizah collection and, in partnership with The Friedberg Genizah Project, digitize and provide online access to this material for scholars and the public. The Cairo Genizah is a valuable source of information about Jewish and non-Jewish religious, economic, social, and personal life in North Africa and the eastern Mediterranean from the 9th to the 19th century. The Library's Genizah collection is comprised of 43,000 fragments--the second-largest in the world. This project will make approximately 6,000 of these fragments that are currently unreadable or too fragile to be handled and digitized widely available for research for the first time, and complete The Library's part in an ongoing international collaboration.","The conservation and digitization of 6,000 manuscript fragments from the Library's Cairo Genizah collection.",Near and Middle Eastern History,0,,1,Naomi Steinberger [Project Director],3,Jewish Studies; Medieval History; Near and Middle Eastern History
PW-51670-14,1,J. Paul Getty Trust,Center For Advanced Study/Research Institute,Los Angeles,CA,90049-1740,USA,32,34.08848,-118.47565,3/1/2014 12:00:00 AM,2014,Creating Access to the Knoedler Gallery Archive,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,300000.0000,0.0000,300000.0000,0.0000,7/1/2014 12:00:00 AM,10/31/2016 12:00:00 AM,"This application seeks support to accelerate processing and partial digitization of the recently acquired M. Knoedler & Co. Archive (1848-1971). The Knoedler Archive is one of the most important collections on the formation and history of the American art market, and development of private collections that later formed the central collections of the first American art museums, including the National Gallery of Art, the Frick Collection, the Huntington Library, and the Metropolitan Museum of Art. The proposed project will arrange, preserve, and describe the files of the twelve series, and digitize client correspondence, index cards, and 42 volumes of stock and sales books. Once processed, the Knoedler Archive will be freely accessible to scholars, researchers, curators, artists, and the interested public for new research, education, and programming. This 30-month project is scheduled to begin July 1, 2014 and end December 31, 2016.","The arrangement and description, and partial digitization, of an art gallery archive containing 1,400 linear feet of records documenting the acquisition and sale of European and American art in the United States between 1848 and 1971.",Art History and Criticism,0,,1,Andra Darlington [Project Director],1,Art History and Criticism
PW-51671-14,1,University of Delaware,University,Newark,DE,19711-3651,USA,1,39.68089,-75.76494,3/1/2014 12:00:00 AM,2014,The Sampler Archive Project: Phase 2,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,299987.8300,0.0000,299987.8300,0.0000,5/1/2014 12:00:00 AM,4/30/2017 12:00:00 AM,"The purpose of the Sampler Archive Project is to create an online digital repository and searchable database that brings together digital images and detailed descriptive information on American girlhood samplers and pictorial embroideries from the 17th, 18th, and 19th centuries. The Sampler Archive Project: Phase 2 will build on the work already completed in Phase 1 by: (a) increasing the number of museum objects in the online database from 300 to 2300; (b) increasing the types of contributors the project can work with by developing protocols for non-institutional partners; and (c) enhancing the Sampler Archive's website to increase functionality for scholars and other audiences.","The second phase of development of the Sampler Archive, an online digital repository and searchable database of images and descriptive information about American girlhood samplers and pictorial embroideries from the 17th through the 19th centuries.",American Studies,0,,1,J. Ritchie Garrison [Project Director],2,"American Studies; Arts, General"
PW-51672-14,1,University of the Pacific,University,Stockton,CA,95211-0110,USA,9,37.98479,-121.3102,3/1/2014 12:00:00 AM,2014,Coptic SCRIPTORIUM: Digitizing a Corpus for Interdisciplinary Research in Ancient Egyptian,Humanities Collections and Reference Resources,Preservation and Access,40000.0000,0.0000,39985.5900,0.0000,39985.5900,0.0000,5/1/2014 12:00:00 AM,8/31/2016 12:00:00 AM,"Coptic, having evolved from the language of the hieroglyphs of the pharaonic era, represents the last phase of the Egyptian language and is pivotal for a wide range of disciplines, such as linguistics, biblical studies, the history of Christianity, Egyptology, and ancient history. The Coptic language has proven essential for the decipherment and continued study of Ancient Egyptian and is of major interest for Afro-Asiatic linguistics and Coptic linguistics in its own right. Coptic manuscripts are sources for biblical and extra-biblical texts and document ancient and Christian history. Coptic SCRIPTORIUM will advance knowledge in these fields by increasing access to now largely inaccessible texts of historical, religious, and linguistic significance. The project designs digital tools and methodologies and applies them to literary texts, creating a rich open-access corpus.","Planning for the creation of a digitized corpus of Coptic texts of importance to scholarship in biblical studies, early Christian history, and linguistics. The project would develop a pilot text corpus and establish technical standards to ensure interoperability of the corpus with other digital projects on the ancient world.",Classical Languages,0,,2,Caroline Schroeder [Project Director]; Amir Zeldes [Co Project Director],3,Classical Languages; Computational Linguistics; History of Religion
PW-51674-14,1,New York Historical Society,Historical Society,New York,NY,10024-5152,USA,12,40.77909,-73.97399,3/1/2014 12:00:00 AM,2014,Access to the New-York Historical Society's American Historical Manuscripts Collection,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,300000.0000,0.0000,300000.0000,0.0000,5/1/2014 12:00:00 AM,7/31/2016 12:00:00 AM,"The New-York Historical Society respectfully requests funds to support the first two years of a four-year project to catalog and conserve the American Historical Manuscript Collection. This collection consists of 12,000 distinct, small collections, averaging about 40 pages each, and dating from the seventeenth through twentieth centuries. The contents, a range of physical formats including account books, baptism records, bills, certificates, date books, deeds, diaries, indentures invoices, leases, letters, receipts, tax records and wills, comprise a powerful amalgam of multiple creators, subject areas, time periods, and geographic locations that offer unprecedented views into the history of New York and the United States. Funds will support the hire of two cataloguers and two cataloging assistants over a two-year period.","The cataloging and conservation of 6,000 manuscript collections documenting the history of New York City and the United States more generally, spanning the 17th to 20th centuries.",U.S. History,0,,1,Henry Raine [Project Director],1,U.S. History
PW-51687-14,1,Adler Planetarium,Science and Technology Museum,Chicago,IL,60605-2403,USA,7,41.86488,-87.6194,3/1/2014 12:00:00 AM,2014,Celestial Cartography Digitization Project,Humanities Collections and Reference Resources,Preservation and Access,109164.0000,0.0000,109164.0000,0.0000,109164.0000,0.0000,5/1/2014 12:00:00 AM,4/30/2018 12:00:00 AM,"The Adler Planetarium seeks NEH support to digitize and make accessible all celestial cartography in the Adler collections. Dating from the fifteenth to the twentieth century, the Adler's celestial cartography focuses on European astronomy, but also includes significant examples from China and the Islamic world. The intellectual content of the Adler's celestial cartography reaches well beyond the history of astronomy. Researchers use the collection to study subjects related to the history of religion, navigation, technology, art, and printing. From antiquity to the present day, maps of the heavens are tools for understanding human life on Earth. As a result of the celestial cartography digitization project, fragile collections materials will be preserved and available for use in Adler programming. Digitizing celestial cartography and making it freely accessible will open new interdisciplinary research possibilities in art, history, and science.","The digitization of 5,300 celestial maps and star charts, works on paper, scientific instruments, and prints from the 15th to 20th centuries, documenting humanity's visual depictions of the cosmos.","Interdisciplinary Studies, General",0,,4,Jodi Lacy [Project Director]; Lauren Boegen [Project Director]; Sara Gonzales [Project Director]; Jessica BrodeFrank [Project Director],3,"Arts, Other; History of Science; Interdisciplinary Studies, General"
PW-51692-14,1,University of Southern Mississippi,University,Hattiesburg,MS,39406-0001,USA,4,31.327960,-89.332980,3/1/2014 12:00:00 AM,2014,The Struggle for Civil Rights in Mississippi: Providing Access at the 50th Anniversary,Humanities Collections and Reference Resources,Preservation and Access,260000.0000,0.0000,259684.6800,0.0000,259684.6800,0.0000,5/1/2014 12:00:00 AM,4/30/2016 12:00:00 AM,"The Center for Oral History & Cultural Heritage at The University of Southern Mississippi seeks two years of funding in order to preserve and to make widely available to scholars and the public oral histories related to the history of the Civil Rights Movement in Mississippi. Recorded on analog media, these media are currently available only to scholars who can access the collection in person and they are in danger of degradation due to age and media. We ask for funding to support the digitization of these oral histories, compilation of detailed recording logs, and cataloging through the University Libraries. Digital media will then be shared, with complete metadata, to scholars and the public by publishing not only in the Southern Mississippi card catalog, but also through the Mississippi Digital Library (http://www.msdiglib.org) and the Civil Rights Digital Archive.","The digitization, indexing, and online publication of 483 oral history interviews documenting the Civil Rights Movement in Mississippi.",U.S. History,0,,2,Louis Kyriakoudes [Project Director]; Jeanne Gillespie [Project Director],2,African History; U.S. History
PW-51697-14,1,Philadelphia Museum of Art,Art Museum,Philadelphia,PA,19101-7646,USA,2,39.9532,-75.18336,3/1/2014 12:00:00 AM,2014,Building a Duchamp Research Portal at the Philadelphia Museum of Art,Humanities Collections and Reference Resources,Preservation and Access,40000.0000,0.0000,40000.0000,0.0000,40000.0000,0.0000,10/1/2014 12:00:00 AM,3/31/2016 12:00:00 AM,"Home to the largest and most significant collection of Marcel Duchamp artwork in the world, as well as an unparalleled collection of Duchamp-related archival materials, the Philadelphia Museum of Art seeks a one-year planning grant to pursue the first online research portal for digitized archival and reference materials created by or related to the artist. This work will be undertaken in collaboration with the Association Marcel Duchamp and the Musée National d'Art Moderne and Bibliothèque Kandinsky at Paris's Centre Georges Pompidou. Planning activities include consultation with copyright and technical specialists; collections surveys; and a meeting of an Advisory Board, representing Duchamp scholars, arts institutions, and technology and humanities advisors to formalize plans for designing, creating, and maintaining the Research Portal. A comprehensive white paper will document all planning efforts and guide project implementation.",A planning grant for the development of an online research portal for digitized archival materials created by or related to the artist Marcel Duchamp.,"Interdisciplinary Studies, Other",0,,2,Susan Laquer [Project Director]; Matthew Affron [Co Project Director],3,"Arts, Other; History, Criticism, and Theory of the Arts; Interdisciplinary Studies, Other"
PW-51704-14,1,"Museum of the City of New York, Inc.",History Museum,New York,NY,10029-5221,USA,13,40.79209,-73.95257,3/1/2014 12:00:00 AM,2014,"Illuminating New York City History: Processing, Cataloging, Digitizing, and Rehousing the Museum's Ephemera Collections",Humanities Collections and Reference Resources,Preservation and Access,125000.0000,0.0000,125000.0000,0.0000,125000.0000,0.0000,5/1/2014 12:00:00 AM,4/30/2017 12:00:00 AM,"The Museum of the City of New York seeks a grant of $142,056 from the National Endowment for the Humanities to support a two-year project to improve stewardship of and increase public access to a major collection of printed and three-dimensional ephemera through archival assessment and processing, cataloging, digitization, and rehousing. This initiative will extend the useful life of these holdings for research, exhibition, and public programming. Containing over 7,200 objects of material culture, the Museum's Ephemera Collections include advertisements, handbills, pamphlets, menus, invitations, medals, pins, buttons, badges, three-dimensional souvenirs, and printed textiles, such as ribbons and sashes. These objects-the minor and transient documents and souvenirs of everyday life-provide visual and material insight into New Yorkers' engagement with the social, creative, civic, political, and physical dynamics of the city, from the Colonial era to the present day.","Assessment, processing, cataloging, digitization, and rehousing of the Museum of the City of New York's 7,200-item Ephemera Collections documenting a wide range of topics in the history of New York and the United States.",U.S. History,0,,1,Lindsay Turley [Project Director],1,U.S. History
PW-51707-14,1,Early Manuscripts Electronic Library,Historic Preservation Organization,Rolling Hills Estates,CA,90274-4182,USA,36,33.785160,-118.341620,3/1/2014 12:00:00 AM,2014,"Multi-spectral Imaging of the World Map by Henricus Martellus (c. 1491) at the Beinecke Library, Yale University",Humanities Collections and Reference Resources,Preservation and Access,34268.0000,0.0000,24946.6300,0.0000,24946.6300,0.0000,5/1/2014 12:00:00 AM,4/30/2015 12:00:00 AM,"This proposal seeks NEH funding to create and make available to scholars and the interested public world-wide multi-spectral images of one of the most important and influential maps of the fifteenth century, which was made by Henricus Martellus and resides in the Beinecke Library at Yale. This large and unique map probably influenced the geographical ideas of Christopher Columbus, but fading and scuffing of the map have rendered most of the texts on the maps illegible. Multispectral images of the map should render many of those texts legible, and thus make deep scholarly study of the map possible. The images would be made permanently and freely available to the public for use via the internet on the Beinecke Digital Library in both Jpeg2000 and TIFF formats.","Multi-spectral imaging and digitization of a 15th-century world map, drawn by Henricus Martellus, a German cartographer who worked in Florence, and documenting knowledge of cartography and the world's geography at the time.",Renaissance Studies,0,,0,,3,History of Science; Renaissance History; Renaissance Studies
PW-51711-14,1,American Numismatic Society,Center For Advanced Study/Research Institute,New York,NY,10013-1917,USA,10,40.723490,-74.006280,3/1/2014 12:00:00 AM,2014,Online Coins of the Roman Empire,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,300000.0000,0.0000,300000.0000,0.0000,5/1/2014 12:00:00 AM,4/30/2017 12:00:00 AM,"Implementation of Online Coins of the Roman Empire (IOCRE) is a project with four fundamental aims. 1. To publish fully online, for the first time, the major reference collection of Roman Imperial coinage of the American Numismatic Society. 2. To use the principles of Linked Open Data to aggregate data on existing specimens of Roman imperial coins from international collections so as to supplement data from the ANS's own collection to create a virtual catalog (OCRE) that for the first time makes the entirety of Roman Imperial coinage easily accessible to all audiences. 3. To ensure that OCRE leverages existing vocabularies, such as Dublin Core and the specialized numismatic vocabulary hosted at nomisma.org. 4. To implement and publish OCRE as an open access tool for the identification, cataloging and research of Roman coinage by a broad range of users, from museum professionals and archaeologists to students and researchers in related humanities disciplines.","Cataloging and digitization of approximately 46,000 Roman Imperial coins in the society's collection, and creation of an online reference database describing Roman imperial coin types, with links to specimens in other major coin collections.",Ancient History,0,,1,Andrew Meadows [Project Director],3,Ancient History; Archaeology; Art History and Criticism
PW-51724-14,1,"Thomas Jefferson Foundation, Inc.",Historical Site/House,Charlottesville,VA,22902-0316,USA,5,38.02405,-78.49146,3/1/2014 12:00:00 AM,2014,Beyond the Mansion 2.0: Completing a Digital Archive for Thirty Years of Archaeological Research at The Hermitage,Humanities Collections and Reference Resources,Preservation and Access,300000.0000,0.0000,300000.0000,0.0000,300000.0000,0.0000,6/1/2014 12:00:00 AM,5/31/2018 12:00:00 AM,"From 1804 until 1845 The Hermitage was home to Andrew Jackson and scores of enslaved men, women, and children who labored in the fields of Jackson's cotton plantation near Nashville, Tennessee. To shed needed light on the daily lives of The Hermitage's enslaved community, archaeologists excavated hundreds of thousands of artifacts from twelve domestic sites of slavery. Despite extensive excavations, compelling insights, based on archaeological evidence, into the economic, social, and cultural dynamics of The Hermitage plantation community have remained elusive. This proposal requests funds to catalog, analyze, digitize and disseminate data on hundreds of thousands of artifacts and archaeological contexts from six excavation areas at the First Hermitage. These collections are currently virtually inaccessible to researchers and the public and making the data available will yield new insights into changing lifeways of enslaved people during the 19th century in the Upper South.","Cataloging and digitization of 365,000 artifacts from Andrew Jackson's home, The Hermitage, located near Nashville, Tennessee, that document socio-cultural relations between the owners and the enslaved population from the late 18th century through emancipation.",U.S. History,0,,1,Jillian Galle [Project Director],3,African American Studies; Archaeology; U.S. History
GE-50836-14,1,Gilcrease Museum Management Trust,University,Tulsa,OK,74104-9700,USA,1,36.149450,-95.947290,3/1/2014 12:00:00 AM,2014,The Spiro Mounds Exhibit,America's Historical and Cultural Organizations: Planning Grants,Public Programs,40000.0000,0.0000,27052.3800,0.0000,27052.3800,0.0000,5/1/2014 12:00:00 AM,4/30/2015 12:00:00 AM,"""The Spiro Mounds Exhibit,"" proposed by the Gilcrease Museum, brings together a host of national scholars and members of the Caddo and Wichita Nations to tell the story of one of America's most prominent urban centers predating European contact. Located in present-day Oklahoma, the Spiro site was one of North America's preeminent religious and cultural centers from 800-1450 CE. Understanding Spiro is the key to understanding the Mississippian cultures of the American southeast as well as their relationship with other cultures in the southwest and Mesoamerica. Although of very significant importance, this site is nearly unknown to the general public. Native Americans and an interdisciplinary group of humanities scholars from across the United States, brought together by this NEH planning grant, will develop the first major exhibition ever to explore the spiritual and cultural complexities represented at Spiro.","Planning for a traveling exhibition about Spiro Mounds, a major Mississippian archaeological site in Oklahoma significantly looted in the 1930s.",American Studies,0,,2,Eric Singleton [Project Director]; Robert Pickering [Project Director],2,American Studies; Native American Studies
GE-50843-14,1,Thomas Cole Historic House,Historical Site/House,Catskill,NY,12414-1027,USA,19,42.225770,-73.861890,3/1/2014 12:00:00 AM,2014,Thomas Cole Historic Site Interpretation,America's Historical and Cultural Organizations: Planning Grants,Public Programs,30000.0000,10000.0000,30000.0000,10000.0000,40000.0000,0.0000,4/1/2014 12:00:00 AM,4/30/2015 12:00:00 AM,"The TCNHS seeks a planning grant in order to reinvent the interpretation of the home and studios of Thomas Cole (1801-1848), the seminal 19th-century artist who is considered the founder of the Hudson River School, the nation's first major art movement. Being aware of the challenges facing historic house museums today, the TCNHS seeks to apply the creativity and interactivity that we have seen in other fields and use it in the context of a 19th-century environment, communicate the humanities themes more fully and explicitly with the help of technology, and establish a working model for other historic houses to consider. Visitors increasingly desire and expect to participate rather than silently receive information, but currently they are separated from the story both physically and symbolically by velvet ropes. The proposed exhibition elements will be designed to attract new audiences and bring them new insights into America's cultural history and its relevance to the present.","Planning for a multimedia reinterpretation of the Thomas Cole National Historic Site, the home and studio of the founder of the 19th-century Hudson River School of American landscape painting.",U.S. History,0,,1,Elizabeth Jacks [Project Director],2,Art History and Criticism; U.S. History
GE-50864-14,1,Harvard University,Center For Advanced Study/Research Institute,Cambridge,MA,02138-3800,USA,5,42.373120,-71.118260,3/1/2014 12:00:00 AM,2014,Pages from the Past: Illuminated Medieval & Renaissance Manuscripts in Boston-area Collections,America's Historical and Cultural Organizations: Planning Grants,Public Programs,40000.0000,0.0000,39860.3200,0.0000,39860.3200,0.0000,5/1/2014 12:00:00 AM,4/30/2016 12:00:00 AM,"A group of Boston-area institutions (including the Boston Public Library, the Houghton Library of Harvard University, the Isabella Stewart Gardner Museum, and the McMullen Museum of Boston College) seeks support for the planning of an exhibition of approximately 150 manuscripts entitled ""Pages from the Past: Illuminated Medieval & Renaissance Manuscripts in Boston-Area Collections."" The various manuscripts will be displayed concurrently from September through December 2016 at the three venues. The goal of this exhibition is to explore the meaning and materiality of the early book using local area medieval and Renaissance manuscripts to demonstrate the continuity of formats and themes up to the present digital age. One significant product of the collaboration will be the establishment of a Boston-area consortium of educational and cultural institutions that will continue to collaborate long after the project is completed and the exhibition closed.","Planning of an exhibition, a catalog, a website, educational programs, and an international conference on illuminated manuscripts dating from the 9th to the 16th century.","Interdisciplinary Studies, Other",0,,1,Jeffrey Hamburger [Project Director],1,"Interdisciplinary Studies, Other"
